ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Cost,Price,Annex,value,overun_%
3044,PRISHTINE,Jobs,Not Provided,42,Ndertimi I rruges Enver Maloku-faza e dyte,2014,LEDI ING & KASTRIOTI,Carraleve,14-Aug-14,"1,482,067","847,542.44",Not Provided,847542.44,-0.43
3047,PRISHTINE,Jobs,Not Provided,148,Ndertimi I rruges Slivove - Dragovc,2014,ZUKA COMERCE SHPK,Gjilan,13-Nov-14,"111,471","63,558.65",Not Provided,63558.65,-0.43
3048,PRISHTINE,Services,Not Provided,33,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 1,2014,CAD ENGINERING,Prishtine,15-Jul-14,"4,250","2,423.00",Not Provided,2423,-0.43
3049,PRISHTINE,Jobs,Not Provided,116,Asfaltimi I rruges ne Hajvali,2014,BAGERI NPSH & ULPIANA,Ferizaj,20-Oct-14,"821,071","468,015.78",Not Provided,468015.78,-0.43
3050,PRISHTINE,Services,Not Provided,92,"Projektimi I rruges ""F"" sipas planit rregullues Mati 1",2014,ENG IDEA,Prishtine,8-Oct-14,"10,000","5,692.50",Not Provided,5692.5,-0.43
3051,PRISHTINE,Jobs,Not Provided,182,Ndertimi i rrugeve nga Xhamia te Fshati nderkombetar dhe te Spitali Amerikan ne Hajvali,2014,CO ING,Prishtine,9-Dec-14,"83,201","47,268.39",Not Provided,47268.39,-0.43
3052,PRISHTINE,Services,Not Provided,9,Hartimi i projekteve per disa rruge ne fshatin Bardhosh te Komunes se Prishtines-LOT 2,2014,VISION PROJECT,Prishtine,22-Apr-14,"5,500","3,117.50",Not Provided,3117.5,-0.43
3057,PRISHTINE,Services,Not Provided,9,Hartimi i projekteve per disa rruge ne fshatin Bardhosh te Komunes se Prishtines-LOT 3,2014,GO ING,Suhareke,22-Apr-14,"5,000","2,802.50",Not Provided,2802.5,-0.44
3060,PRISHTINE,Jobs,Not Provided,60,Rind.san. i rrug. dhe kan. fekale si dhe zgjerimi I disa rrug.sekondare ne territorin e K.Prish,2014,GJASHT VLLEZBATATINA,Podujeve,14-Aug-14,"460,543","255,707.00",Not Provided,255707,-0.44
3063,PRISHTINE,Jobs,Not Provided,11,Mirembajtja e ndriqimit publike per vitin 2014 LOT 1 - ritender,2014,MVR ELTRISI,Prishtine,27-Aug-14,"75,000","41,358.00",Not Provided,41358,-0.45
3064,PRISHTINE,Services,Not Provided,9,Hartimi i projekteve per disa rruge ne fshatin Bardhosh te Komunes se Prishtines-LOT 1,2014,VISION PROJECT,Prishtine,22-Apr-14,"5,000","2,755.00",Not Provided,2755,-0.45
3067,GJAKOVE,Jobs,National Budget,32,_Ndertimi i pendes ne fshatin Hereq Ó,2014,LINDI,Prishtine,26-Aug-14,"51,125","27,940.00",Not Provided,27940,-0.45
3068,PRISHTINE,Services,Not Provided,35,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 3,2014,VIJA COM,Prishtine,15-Jul-14,"3,000","1,634.30",Not Provided,1634.3,-0.46
3069,PRISHTINE,Supply,Not Provided,63,furnizimi dhe montimi I pompave te ujit per puset ne qytetin e Prishtines,2014,NITI & SERENA,Podujeve,13-Oct-14,"100,000","54,298.05",Not Provided,54298.05,-0.46
3070,PRISHTINE,Services,Not Provided,31,Dezinsektimi hapsinor I Prishtines,2014,DOCTOR EKSTRAMINATOR,Prishtine,9-Jun-14,"250,000","135,720.00",Not Provided,135720,-0.46
3071,PRISHTINE,Supply,Not Provided,160,Furnizim me material per zyre dhe material didaktike per shkollat e Prishtines,2014,NORD,Prishtine,17-Dec-14,"68,000","36,893.60",Not Provided,36893.6,-0.46
3073,PRISHTINE,Jobs,Not Provided,152,Ndertimi i kanalizimeve ne fshatrat Sinidoll dhe Bernice,2014,GASHI ING NNTPP,Suhareke,16-Dec-14,"492,467","266,682.45",Not Provided,266682.45,-0.46
3074,FERIZAJ,Services,Not Provided,76,Mirembajtja dhe pastrimi I objekteve te Qendres se sherbimeve emergjente primar,2014,MSH CLEAN,Ferizaj,1-Aug-14,"2,000","1,080.00",Not Provided,1080,-0.46
3075,VITI,Jobs,Not Provided,31,Ndertimi rrjetit te ndricimit publik ne fshatin Skiteraj,2014,BAGDAT NTSH,Viti,30-Jun-14,"5,371","2,900.25",0,2900.25,-0.46
3076,FERIZAJ,Jobs,Not Provided,73,Asfaltimi i dy rrugeve ne fshatin Sojeve Lagja e Prelezeve dhe Xhamise-Aneks,2014,STRASSEN & TIEFBAU NNP,Ferizaj,25-Jul-14,"5,000","2,695.00",Not Provided,2695,-0.46
3077,PRISHTINE,Supply,Not Provided,87,Furnizimi me shujta per nxenesit e klaseve te ulta te shkollave fillore te Komunes LOTO II,2014,BENI DONA PLAST,Prishtine,16-Sep-14,"450,000","241,704.00",Not Provided,241704,-0.46
3080,HANI I ELEZIT,Services,Municipal Budget,16,Projektimi detal I rruges Paldenice - Dermjak,2014,A&G PRO SHPK,Prishtine,6-Jun-14,"7,500","4,000.00",0,4000,-0.47
3081,PRISHTINE,Jobs,Not Provided,104,Ndertimi I kanalizimit fekal Besi-Bardhosh-Prishtine,2014,BELVEDERE & I SEFERI,Suhareke,14-Oct-14,"241,038","128,502.00",Not Provided,128502,-0.47
3082,GJAKOVE,Jobs,Municipal Budget,23,_Renovimi i zyrave te objektit te KomunesÓ,2014,ARCPROJECT,Gjakove,25-Jun-14,"3,655","1,944.50",Not Provided,1944.5,-0.47
3085,GJAKOVE,Jobs,National Budget,16,_Renovimi i Pallatit te kultures _Asim VokshiÓ Ó,2014,ARCPROJECT & FANKR,Gjakove,16-Jun-14,"169,553","89,328.50",Not Provided,89328.5,-0.47
3086,PRISHTINE,Jobs,Not Provided,110,Ndertimi I rruges Prishtine-Sinidoll-Bernice-Bardhosh-faza e pare,2014,SHKOZA,Prishtine,12-Dec-14,"942,837","493,999.38",Not Provided,493999.38,-0.48
3088,PRISHTINE,Jobs,Not Provided,121,Vazhdimi I rruges paralele me rrugen Prishtine-Shkup,2014,ABC & VIZION PROJEKT,Podujeve,4-Nov-14,"302,501","158,070.00",Not Provided,158070,-0.48
3090,FERIZAJ,Jobs,Not Provided,108,Meremetimi I objekteve primare shendetesore ne QKMF dhe stomatologji per nevojate QKMF-Ferizaj,2014,DIONISI NNP,Ferizaj,3-Oct-14,"24,630","12,724.00",Not Provided,12724,-0.48
3091,PRISHTINE,Jobs,Not Provided,131,Ndertimi I rruges Malush kosova - faza e III-te,2014,ULPIANA & KOSOVA ASFALT,Prishtine,18-Nov-14,"525,000","270,563.16",Not Provided,270563.16,-0.48
3092,PRISHTINE,Jobs,Not Provided,89,"Rregullimi I oborreve, rrethojave dhe fushave sportive ne disa shkolla te Komunes se Prishtines-Lot 1",2014,ULPIANA,Prishtine,24-Oct-14,"200,000","101,924.60",Not Provided,101924.6,-0.49
3097,GJAKOVE,Jobs,National Budget,17,_Renovimi i objektit te QKMF-se ne Gjakove Ó,2014,MONTKOMERCE,Gjakove,17-Jun-14,"84,173","42,104.00",Not Provided,42104,-0.5
3100,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 6,2014,VIJA COM,Prishtine,1-Jul-14,"5,250","2,625.00",Not Provided,2625,-0.5
3101,PRISHTINE,Supply,Not Provided,87,Furnizimi me shujta per nxenesit e klaseve te ulta te shkollave fillore te Komunes LOTO III,2014,ADA GROUP,Prishtine,16-Sep-14,"450,000","224,856.00",Not Provided,224856,-0.5
3105,PRISHTINE,Jobs,Not Provided,165,Vazhdimi i rruges ne lagjen e Batalleve ne Mramor dhe segmentit te rruges te QMF-ja ne Hajvali,2014,CO ING,Prishtine,22-Dec-14,"125,901","62,372.40",Not Provided,62372.4,-0.5
3109,PRISHTINE,Jobs,Not Provided,156,Ndertimi I kanalizimit fekal dhe ndertimi I trouareve ne fshatin Vranidoll,2014,LINDA SHPK,Ferizaj,26-Nov-14,"330,789","162,462.59",Not Provided,162462.59,-0.51
3110,PRISHTINE,Jobs,Not Provided,18,Rregullimi I perroit dhe kanalizimit fekal prej fshatit Shkabaj ne drejtim te lagjeve Arberi dhe KT,2014,GASHI ING NNTPP & LG CON,Suhareke,27-May-14,"1,230,000","603,577.60",Not Provided,603577.6,-0.51
3111,GJAKOVE,Jobs,Municipal Budget,53,_Ndertimi-asfaltimi rruges Bardhaniq-Dashinoc Ó,2014,JOOS KRASNIQI BAZE & VB TOFAJ,Junik,20-Oct-14,"1,169,205","572,429.87",Not Provided,572429.87,-0.51
3121,FERIZAJ,Supply,Municipal Budget,20,"Furnizimi me pajisje te teknologjise informative dhe tonera (ngjyra) per nevojat e Administrates Komunale dhe institucioneve te tjera te cilat funksionojne ne kuader te Komunes se Ferizajt. 
LOT II _ Furnizim me ngjyra - tonera per printera etj.
",2014,RILINDJA COMERCE NT,Ferizaj,10-Apr-14,"20,000","9,477.50",Not Provided,9477.5,-0.53
3122,PRISHTINE,Supply,Not Provided,90,Furnizimi me dru per shkollat e Komunes se prishtines - pjesa e I-re,2014,RUDINA NTP,Prishtine,2-Oct-14,"83,475","39,552.00",Not Provided,39552,-0.53
3123,VITI,Supply,Not Provided,77,Furnizimi me material hixhienik per nevojat e administrates,2014,BENI DONA PLAST,Prishtine,29-Dec-14,"12,500","5,889.45",0,5889.45,-0.53
3126,PRISHTINE,Supply,Not Provided,161,Furnizimi me material higjenik dhe sanitar per Institucionet Parashkollore,2014,PASHTRIKU,Prishtine,15-Dec-14,"56,000","26,331.60",Not Provided,26331.6,-0.53
3127,PRISHTINE,Jobs,Not Provided,120,Rregullimi I parkingut dhe hapsirave gjelbruese ne Ulpiane,2014,ABC & VIZION PROJEKT,Podujeve,11-Nov-14,"62,154","29,045.55",Not Provided,29045.55,-0.53
3129,PRISHTINE,Supply,Not Provided,90,Furnizimi me dru per shkollat e Komunes se prishtines - pjesa e II-te,2014,BUSHGEGU,Prishtine,2-Oct-14,"83,475","38,802.50",Not Provided,38802.5,-0.54
3130,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 2,2014,VIJA COM,Prishtine,1-Jul-14,"11,100","5,120.00",Not Provided,5120,-0.54
3132,PRISHTINE,Services,Not Provided,83,"Dezinfektimi, dezinsektimi dhe deratizimi I Institucioneve Parashkollore",2014,DDD,Prishtine,24-Sep-14,"10,000","4,577.20",Not Provided,4577.2,-0.54
3134,PRISHTINE,Jobs,Not Provided,124,"Ndertimi I kanalizimit fekal ne Mramor-Suteske dhe vazhdimi I kanalizimit ne rrugen""I.Fehmiu""",2014,MEGI BAU,Ferizaj,10-Nov-14,"577,086","264,060.00",Not Provided,264060,-0.54
3144,GJAKOVE,Jobs,Donation,68,_Ndertimi i Kompleksit Memorial per Deshmoret e Kombit ne fshatin GodenÓ,2014,PLEQJA,Isniq,5-Dec-14,"60,087","26,692.84",Not Provided,26692.84,-0.56
3146,PRISHTINE,Supply,Not Provided,87,Furnizimi me shujta per nxenesit e klaseve te ulta te shkollave fillore te Komunes LOTO I,2014,BENI DONA PLAST,Prishtine,27-Dec-14,"450,000","198,840.00",Not Provided,198840,-0.56
3151,PRISHTINE,Services,Not Provided,23,Hartimi I disa projekteve infrastrukturore ne qytetin e Prishtines-LOT 2,2014,3D PROJEKT,Prishtine,15-May-14,"22,100","9,587.50",Not Provided,9587.5,-0.57
3155,GJAKOVE,Supply,Municipal Budget,33,_Furnizim me dere xhami per Qendren Informative ne Komunen e GjakovesÓ,2014,TUNI PLAST,Gjakove,4-Aug-14,"3,100","1,334.00",Not Provided,1334,-0.57
3156,PRISHTINE,Jobs,Not Provided,141,Renovimi I objekteve te bashkesive lokale te Komunes se Prishtines,2014,PRESPEKTIVA,Kamenice,4-Dec-14,"70,000","29,935.00",Not Provided,29935,-0.57
3157,GJAKOVE,Supply,National Budget,6,_Furnizimi dhe mirembajtja e ndri_imit publik ne Komunen e Gjakoves Ó,2014,TONI NNP,Drenas,16-May-14,"58,980","25,133.71",Not Provided,25133.71,-0.57
3158,PRISHTINE,Services,Not Provided,23,Hartimi I disa projekteve infrastrukturore ne qytetin e Prishtines-LOT 3,2014,RICON STRUCTION,Prishtine,15-May-14,"34,000","14,330.06",Not Provided,14330.06,-0.58
3164,PRISHTINE,Services,Not Provided,23,Hartimi I disa projekteve infrastrukturore ne qytetin e Prishtines-LOT 1,2014,3D PROJEKT,Prishtine,15-May-14,"13,750","5,637.50",Not Provided,5637.5,-0.59
3167,PRISHTINE,Services,Not Provided,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 1,2014,PROJECT PLUS,Prishtine,1-Jul-14,"10,800","4,360.00",Not Provided,4360,-0.6
3170,PRISHTINE,Jobs,Not Provided,139,Ndertimi I rruges Mbretresha Teute dhe krahet e saj ne anen e djathte,2014,JEHONA SHPK,Malisheve,26-Nov-14,"481,951","191,163.86",Not Provided,191163.86,-0.6
3172,VITI,Jobs,Not Provided,19,Ndertimi i kanalizimit ne fshatin Devaje,2014,VISIONI BD,Not Provided,30-May-14,"33,000","11,842.41","1,179.20",13021.61,-0.61
3173,PRISHTINE,Services,Not Provided,44,Hartimi I disa projekteve per mure mbrojtese dhe rruge ne fshatra dhe qytetete- LOT 1,2014,CAD ENGINERING,Prishtine,23-Jul-14,"7,500","2,955.00",Not Provided,2955,-0.61
3174,PRISHTINE,Jobs,Not Provided,51,Rekonstruimi dhe gelqerosja e disa shkollave te Komunes se Prishtines LOTO I,2014,EN GROUP,Prishtine,23-Jul-14,"378,052","147,533.00",Not Provided,147533,-0.61
3180,PRISHTINE,Services,Not Provided,36,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 4,2014,INFRA PLUS,Prishtine,15-Jul-14,"7,500","2,895.00",Not Provided,2895,-0.61
3183,PRISHTINE,Jobs,Not Provided,79,Rikonstruimi I objektit te shkolles Elena Gjika dhe rekonstruimet ne disa shkolla tjera - Loto I,2014,TRIBUNA & AREA,Prishtine,9-Oct-14,"300,000","113,354.00",Not Provided,113354,-0.62
3187,VITI,Jobs,Not Provided,39,Renovimi i shkollave ne komunen e Vitise (LOT I ),2014,BENI CONSTRUCTION NN,Viti,31-Jul-14,"70,000","25,036.75",0,25036.75,-0.64
3188,PRISHTINE,Jobs,Not Provided,140,Renovimi dhe permiresimi i infrastruktures ne objektet sociale,2014,DELTA ING,Prishtine,18-Nov-14,"100,000","35,641.50",Not Provided,35641.5,-0.64
3192,FERIZAJ,Services,National Budget,5,Mirembajtja e ndricimit publik ne territorin e komunes se Ferizajt,2014,BESA NSH,Ferizaj,18-Feb-14,"60,000","20,877.60",Not Provided,20877.6,-0.65
3196,PRISHTINE,Jobs,Not Provided,65,pastrimi dhe larja e rrugeve - pjesa e V-te,2014,EUROPA PARTNERS,Prishtine,26-Aug-14,"150,000","51,511.44",Not Provided,51511.44,-0.66
3198,PRISHTINE,Jobs,Not Provided,30,Renovimi dhe gelqerosja e disa shkollave,2014,BREZI KUFITAR,Podujeve,27-May-14,"8,822","2,994.00",Not Provided,2994,-0.66
3203,VITI,Supply,Not Provided,86,"Furnizimi me material dekorativ, bredh dhe fishekzjarre per fundvit",2014,SPORTI NTSH,Viti,29-Dec-14,"8,956","2,979.00",0,2979,-0.67
3206,FERIZAJ,Jobs,Municipal Budget,46,"Asfaltimi i dy rrugeve ne fshatrat e Ferizaj - projekte me participim te qytetareve.
LOT I: Asfaltimi i rruges se fshatit Pleshine e Eperme - lagjja e _BajraktariÓ",2014,ESKAVATORI COMPANY,Ferizaj,3-Jun-14,"150,000","47,670.60",Not Provided,47670.6,-0.68
3210,PRISHTINE,Services,Not Provided,53,Transporti I administratoreve per testin e matures,2014,SHARR TRAVEL,Prishtine,13-Jun-14,"4,800","1,420.00",Not Provided,1420,-0.7
3212,PRISHTINE,Jobs,Not Provided,51,Rekonstruimi dhe gelqerosja e disa shkollave te Komunes se Prishtines LOTO II,2014,POLLUZHA,Drenas,23-Jul-14,"378,052","108,520.00",Not Provided,108520,-0.71
3213,GJAKOVE,Supply,National Budget,48,_Furnizim me material shpenzues administrativ per nevojat e Komunes se GjakovesÓ pj.II-te,2014,NOBELI,Gjakove,19-Dec-14,"80,060","22,351.30",Not Provided,22351.3,-0.72
3216,PRISHTINE,Services,Not Provided,32,"Projektimi i rrugeve sipas planit rregullues Prishtina e re, zona qender, pran pallatit te drejtesis",2014,CAD ENGINERING,Prishtine,1-Jul-14,"30,000","7,995.00",Not Provided,7995,-0.73
3217,PRISHTINE,Supply,Not Provided,64,"Furnizimi me paisje kabinetike per dy qendra trajnuese sh.f' Shkolla e Gjelbert""dhe ""Dardania""",2014,PBC KOSOVA,Prishtine,13-Oct-14,"100,000","26,174.54",Not Provided,26174.54,-0.74
3221,FERIZAJ,Jobs,Municipal Budget,47,"Asfaltimi i dy rrugeve ne fshatrat e Ferizaj - projekte me participim te qytetareve.
LOT II: Asfaltimi i rruges se fshatit Varosh - lagjet _HetajÓ dhe _KurtaliqiÓ",2014,ATC COM NNP,Kacanik,3-Jun-14,"150,000","36,611.36",Not Provided,36611.36,-0.76
3224,FERIZAJ,Services,Not Provided,71,Sherbimet grafike per nevoja te Administrates Komunale,2014,INTERGRAF NTP,Ferizaj,24-Jul-14,"6,000","1,388.65",Not Provided,1388.65,-0.77
3227,PRISHTINE,Services,Not Provided,8,Hartimi I projekteve per disa rruge ne qytetin dhe ne fshatra te Komunes se Prishtines-LOT 1,2014,RICON STRUCTION,Prishtine,22-Apr-14,"6,000","1,334.00",Not Provided,1334,-0.78
3237,PRISHTINE,Jobs,Not Provided,51,Rekonstruimi dhe gelqerosja e disa shkollave te Komunes se Prishtines LOTO III,2014,GLOBAL ING,Podujeve,23-Jul-14,"378,052","62,751.00",Not Provided,62751,-0.83
3238,PRISHTINE,Jobs,Not Provided,134,"Zgjerimi I ndrqimit publike,rrethoja,pastrimi fitosanitar ne vearrezat ortodokse",2014,MONTING,Prishtine,17-Nov-14,"60,000","9,955.90",Not Provided,9955.9,-0.83
3239,GJAKOVE,Supply,National Budget,48,_Furnizim me material shpenzues administrativ per nevojat e Komunes se GjakovesÓ pj.III-te,2014,LITOGRAFIA,Gjakove,19-Dec-14,"20,310","3,227.50",Not Provided,3227.5,-0.84
3240,VITI,Services,Not Provided,47,Transport i nxenseve ne relacione te ndryshme (LOT I),2014,TAXI F HAZIRI,Viti,1-Sep-14,"22,310","3,285.00",0,3285,-0.85
3242,PRISHTINE,Supply,Not Provided,87,Furnizimi me shujta per nxenesit e klaseve te ulta te shkollave fillore te Komunes LOTO IV,2014,ADA GROUP,Prishtine,16-Sep-14,"450,000","59,713.20",Not Provided,59713.2,-0.87
3243,PRISHTINE,Supply,Not Provided,52,Furnizimi me material stomatologjik-LOT 2 - ritender,2014,KOSLABOR,Suhareke,1-Dec-14,"81,316","10,354.00",Not Provided,10354,-0.87
3244,PRISHTINE,Services,Not Provided,27,"Pastrimi I objekteve shkollore,objekteve te QPS-le dhe Bibliotekes se qytetit",2014,HIGJENA,Prishtine,6-May-14,"40,000","4,984.74",Not Provided,4984.74,-0.88
3246,PRISHTINE,Jobs,Not Provided,51,Rekonstruimi dhe gelqerosja e disa shkollave te Komunes se Prishtines LOTO IV,2014,LLAMARINA & LILI GROUP,Mitrovice,23-Jul-14,"378,052","44,004.50",Not Provided,44004.5,-0.88
3250,FERIZAJ,Services,Not Provided,97,Furnizimi me inventar shkollor dhe zyre per nevoja te administrates Komunale dhe institucioneve tjera qe funkcionojne ne kuader te Komunes,2014,GRANITI SHPK,Suhareke,15-Sep-14,"36,000","3,858.80",Not Provided,3858.8,-0.89
3253,FERIZAJ,Jobs,Not Provided,90,Meremetimi I objekteve QKMF-1 dhe QKMF-2,2014,TORRE NTS,Ferizaj,29-Aug-14,"56,000","5,511.00",Not Provided,5511,-0.9
3262,PRISHTINE,Jobs,Not Provided,125,Ndertimi dhe renovimi I infrastruktures ne QKMF-Prishtine si dhe ne qendra tjera,2014,DELTA ING,Prishtine,17-Nov-14,"500,000","35,862.50",Not Provided,35862.5,-0.93
3263,PRISHTINE,Services,Not Provided,100,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese - Loto I,2014,PRO GIS,Prishtine,29-Oct-14,"84,500","6,000.00",Not Provided,6000,-0.93
3269,PRISHTINE,Services,Not Provided,133,Hartimi I matjeve xheodezike per revidimin e planeve rregulluese-Faza e dyte Loto I,2014,GEO KOS,Gjilan,19-Dec-14,"408,500","15,787.20",Not Provided,15787.2,-0.96
