ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Value,Price,Annex,Total,overun_%,clean_overun_%
567,FERIZAJ,Services,"1, 2",10,Blerja e veturave zyrtare per nevojat e Komunes ne Ferizaj,2011,HYUNDAI AUTO,Prishtine,31-Mar-11,80000,80778,0,80778,0.01,0.01
568,GJILAN,Services,2,39,Veshja ne bronz e busteve Pajazit Ahmeti dhe Alban Ajeti,2012,EP-DIZAJN,Gjilan,11-Apr-12,6500,6563,Not Provided,6563,0.01,0.01
569,PRISHTINè,Jobs,"1, 2",110,"Rindertimi I rruges ""Mbreti Longar"" dhe ""Ndre Mjeda""",2010,EURO GARTEN,Lipjani,18-Aug-10,150000,151376.6,Not Provided,151376.6,0.01,0.01
570,GJILAN,Services,2,1,Furnizim me material botues,2012,PIKA 5A,Gjilan,23-Mar-12,54000,54471.7,Not Provided,54471.7,0.01,0.01
571,GJILAN,Jobs,2,135,Rregullimi I infrastrukturesne fshatin Shillove - Vazhdim projketi,2012,EUROTRANS,Gjilan,12-Apr-12,95000,95574.89,Not Provided,95574.89,0.01,0.01
572,VITI,Supply,Unknown,59,Furnizimi me material per zyre per te gjitha njesit shpenzuese,2013,ARTI G,Viti,1-Nov-13,9900,9959,0,9959,0.01,0.01
573,GJILAN,Jobs,2,61,Ndertimi i nje shtepie-rast social,2012,TONI COMMERC,Gjilan,10-Jul-12,8800,8851.15,Not Provided,8851.15,0.01,0.01
574,GJILAN,Jobs,2,70,Zbukurimi i ambientit jetesor ne vendbanimet rurale Pun publike 2012,2012,MIZI,Gjilan,18-Jul-12,36000,36194,Not Provided,36194,0.01,0.01
575,GJILAN,Services,2,46,Hartimi i projekteve per investime ne infrastruktur,2012,INFRA PLUS,Prishtine,16-Jul-12,41000,41215.65,Not Provided,41215.65,0.01,0.01
576,VITI,Supply,Unknown,64,Furnizimi me makina mjelese per nevojat e fermereve,2014,AGRO PHARMA NTP,Viti,14-Oct-14,9900,9949,0,9949,0,0
577,KACANIK,Supply,"1, 2",64,"Furnizim me lende djegese dru per shkollat, shendetsine dhe te zyreve te venditÓ,dhe shkurtimi i tyre _ Kacanik
",2013,BUSHGEGU NTP,Fushe Kosove,22-Oct-13,55000,55271.95,Not Provided,55271.95,0,0
578,GJILAN,Jobs,2,50,Ndertimi i dy shtepive -raste sociale fsh.Shillove,2012,ANRA SHPK,Prishtine,27-Jun-12,36000,36176.3,Not Provided,36176.3,0,0
579,GJILAN,Services,2,18,Pastrimi i objekteve komunale Lot II,2012,ARIANITI A,Gjilan,2-May-12,76000,76366.6,Not Provided,76366.6,0,0
580,PRISHTINè,Jobs,"1, 2",107,"Gelqerosaj dhe renovime ne disa shkolla (P.Bogdani, Ilira É)",2010,ZHVILLIMI,Podujeve,13-Sep-10,200000,200893.15,Not Provided,200893.15,0,0
581,GJILAN,Supply,2,139,"Furnizim me notes,lapsa kimik dhe kalendar per fundevit.",2012,ABC NTP,Gjilan,28-Dec-12,5100,5122.5,Not Provided,5122.5,0,0
582,FERIZAJ,Jobs,2,49,"LOT-III- Rregullimi i fushes sportive te sh.f. ,,4 Prilli,, ne fsh. Zllatar,_ Komuna Ferizaj",2012,STRASSEN & TIEFBAU NNP,Ferizaj,6-Jun-12,10000,10040.5,0,10040.5,0,0
583,GJILAN,Services,2,174,Transporti i pun[tor[ve dhe nxenesve Lot XIII,2012,BAZA TRANS,Gjilan,31-Jan-12,3300,3312,Not Provided,3312,0,0
584,GJILAN,Supply,2,121,Furnizim me artikuj ushqimor per cerdhe dhe konvikt,2012,BALLKANIA,Gjilan,26-Nov-12,92000,92299,Not Provided,92299,0,0
585,GJILAN,Services,2,80,Mbykqyrja e projektit Rregullimi i shtratit te lumit Mirusha faza II-t,2012,CO ING,Gjilan,24-Aug-12,89000,89280,Not Provided,89280,0,0
586,PRISHTINè,Jobs,"1, 2",33,Pastrimi dhe larja e rrugeve e trotuareve - pjesa e II-te,2010,PASTRIMI,Prishtine,2-Apr-10,90000,90279.84,Not Provided,90279.84,0,0
587,FERIZAJ,Jobs,"1, 2",82,"Asfaltimi i rruges ,,Fan Noli,, ne Ferizaj",2011,BAGERI NPSH,Ferizaj,12-Jul-11,49391,49504.64,0,49504.64,0,0
588,GJILAN,Jobs,2,8,Rretherrotullimi lagja ILIRIA,2012,MAGJISTRALJA NTP,Gjilan,28-Mar-12,85000,85178.75,Not Provided,85178.75,0,0
589,GJILAN,Supply,2,96,Furniz.me gypa .f 800 per kanalizimin ne rr. B.Llovca,2012,BARDHI NNP,Miresh,29-Aug-12,9900,9919,Not Provided,9919,0,0
590,VITI,Supply,Unknown,73,Furnizimi me rekuizita lodrash per Qerdhen e Femijve,2012,EUROMETAL,Gjilan,23-Nov-12,3795,3800,0,3800,0,0
591,PRISHTINè,Supply,2,209,Perkrahja - mbeshtetja per punetoret e Komunes,2012,VIVA SHPK,Prishtine,18-Dec-12,49935.56,50000,Not Provided,50000,0,0
592,VITI,Supply,Unknown,41,Furnizimi me material per zyre per te gjitha njesite shpenzuese te komunes,2014,EC ME KOHE,Viti,30-Jul-14,9900,9912,0,9912,0,0
593,GJILAN,Services,2,85,Shtypi i monografis se Gjilanit,2012,VIVA PRINT NSH,Gjilan,7-Nov-12,9300,9310,Not Provided,9310,0,0
594,VITI,Supply,Unknown,83,"Furnizim me material dhe paisje nevoja te : Administrates, Drejtoris se Arsimit dhe Shendetsise",2011,DJELLZA IMPEX,Viti,2-Dec-11,9815,9825,0,9825,0,0
595,VITI,Services,Unknown,50,Mirmbatja e aparaturave te QKMF-s,2013,BIO LAB NTP,Gjilan,9-Jan-14,9200,9208,0,9208,0,0
596,VITI,Jobs,Unknown,41,Ndertimi i kanalizimit ne fshatin Ramjan,2012,VIZIONI BD,Viti,N/A,70000,67828.92,2230,70058.92,0,0
597,GJILAN,Jobs,2,132,Punimi i pllakave te granitit dhe reflektoreve te Th.Mitko,2012,BABB CONSTRUCTION,Gjilan,5-Dec-12,9300,9307.64,Not Provided,9307.64,0,0
598,GJILAN,Services,2,93,Transporti i nxenesve Vrapqiq - Cerrnice LOT XV,2012,YLLI TRANS,Gjilan,1-Oct-12,6400,6403.2,Not Provided,6403.2,0,0
599,GJILAN,Jobs,2,32,Rregullimi i nxemjes qendrore te aneksi Ardhmeria II,2012,ENGRUP SHPK,Prishtine,29-May-12,9300,9304.62,Not Provided,9304.62,0,0
600,GJILAN,Jobs,2,41,Rregullimi i terenitndihmes te stadiumi i qytetit,2012,COMPACT GROUP,Gjilan,14-May-12,9900,9904,Not Provided,9904,0,0
601,VITI,Supply,Unknown,7,Furnizimi me material reklamues te gravuar dhe solemn per nevojat e komunes,2014,DESIGN PROJECT TECHNOLOGY,Prishtine,18-Mar-14,9900,9903,0,9903,0,0
602,PRISHTINè,Supply,2,4,Furnizimi me dru per shkolla,2012,BUSHGEGU,Prishtine,1-Mar-12,30000,30003.75,Not Provided,30003.75,0,0
603,PRISHTINè,Jobs,"1, 2",238,Punet shtese ne ndertimin e shkolles se gjelbert,2010,IZOLIMI&AL TRA,Prishtine,8-Dec-10,13756,Not Provided,13756.38,13756.38,0,0
604,FERIZAJ,Jobs,2,68,"Renovimi i sh.f.,,Mejdi Xhaferi,, ne Fshatin Mirosale, Komuna e Ferizajt",2011,BUDAKOVA NNT,Lipjani,29-Jun-11,15538,15538.38,0,15538.38,0,0
605,FERIZAJ,Jobs,2,15,"Renovimi i objektit te shkolles fillore ÒLiman RekajÓ ne Fshatin Surqine, Komuna e Ferizajt",2011,Û$ COMERCE NTSH,Ferizaj,19-May-11,25725,25725.31,0,25725.31,0,0
606,FERIZAJ,Jobs,2,14,"Renovimi i objektit te sh. f. ÒPese Deshmoret e U‚K-seÓ ne Fshatin Pleshine, Komuna e Ferizajt",2011,VERBANI NTP,Ferizaj,20-May-11,16891,16891.15,0,16891.15,0,0
607,FERIZAJ,Jobs,2,36,"Asfaltimi i rruges ,,Ahmet Hoxha,, ne Ferizaj LOT-II-",2011,PAPENBURG & ADRIANI,Ferizaj,31-May-11,38830,38830.28,0,38830.28,0,0
608,FERIZAJ,Jobs,1,77,Rregullimi i rrjetit te kan.fekal ne rr.ÒAgim RamadaniÓ ne Ferizaj,2011,GASHI ING NNTPP,Suhareke,6-Jul-11,21924,21924.11,0,21924.11,0,0
609,PRISHTINè,Jobs,2,181,Punet shtese per ndertimin e shkolles ne Hajveli,2011,LIRIDONI COM NTSH,Ferizaj,28-Oct-11,66057,Not Provided,66057.22,66057.22,0,0
610,FERIZAJ,Jobs,2,30,"Renovimi i shkolles fillore ,,Ganimete Terrbeshi,, ne Ferizaj",2011,P&I NNSH,Kacanik,24-May-11,119837,119837.26,0,119837.26,0,0
611,FERIZAJ,Jobs,"1, 2",58,Renovimi i nderteses se Komunes ne Ferizaj,2011,KOS ING SHPK,Prishtine,21-Jun-11,94546,94546.15,0,94546.15,0,0
612,PRISHTINè,Jobs,"1, 2",13,Mirembajtja e gjelbrimit,2010,HORTIKULTURA,Prishtine,4-Mar-10,280000,Not Provided,280000,280000,0,0
613,PRISHTINè,Services,"1, 2",59,Servisimi I automjeteve reno megan te komunes,2010,AUTO VISOKA,Prishtine,20-Apr-10,10000,10000,Not Provided,10000,0,0
614,PRISHTINè,Jobs,"1, 2",38,Punet shtese ne ndertimin e rreth rrotullimit dhe udhekryqit ne lagjen Arberi,2010,NOTI,Prishtine,20-May-10,97177,Not Provided,97177,97177,0,0
615,PRISHTINè,Services,"1, 2",51,Sherbimet per kontrollimin teknik te automjeteve,2010,REFORMA,Prishtine,25-May-10,10000,10000,Not Provided,10000,0,0
616,PRISHTINè,Jobs,"1, 2",155,Mirmbajtje e gjelbrimit te parqeve te qytetit - Laura,2010,HORTIKULTURA,Prishtine,30-Jul-10,29890,Not Provided,29890,29890,0,0
617,PRISHTINè,Supply,"1, 2",130,Furnizimi me nafte per shkollat e Prishtines,2010,HIB PETROL,Prishtine,11-Oct-10,700000,700000,Not Provided,700000,0,0
618,PRISHTINè,Jobs,"1, 2",212,Punet shtes ne ndertimin e rruges Agim Ramadani,2010,KASTRIOTI,Carraleve,29-Oct-10,53094.35,Not Provided,53094.35,53094.35,0,0
619,PRISHTINè,Jobs,"1, 2",209,Sherbimet e ngrohjes qendrore - Termokos,2010,TERMOKOS,Prishtine,1-Nov-10,27577,Not Provided,27577,27577,0,0
620,PRISHTINè,Services,"1, 2",234,Organizimi I sherbimeve hoteliere per festat e fund vitit dhe tjera,2010,REST PRISHTINA,Prishtine,9-Dec-10,10000,10000,Not Provided,10000,0,0
621,PRISHTINè,Jobs,"1, 2",242,Punet shtese ne renovimin e salles se Kuvendit Komunal,2010,UNION ENTERIER,Prishtine,28-Dec-10,8220.77,Not Provided,8220.77,8220.77,0,0
622,PRISHTINè,Supply,"1, 2",215,Furnizimi me naft per QMF e Prishtines,2010,PETROL OTI,Prishtine,29-Dec-10,100000,100000,Not Provided,100000,0,0
623,GJAKOVè,Services,1,86,"""Transporti i nxenesve""pj.I-re",2011,QLIRIMI,Duzhnje,10-Jan-11,5506.8,5506.8,Not Provided,5506.8,0,0
624,GJAKOVè,Services,1,86,"""Transporti i nxenesve""pj.II-te",2011,EKREMI TOURS,Duzhnje,10-Jan-11,3958.5,3958.5,Not Provided,3958.5,0,0
625,GJILAN,Supply,Unknown,1,Furnizim me material reklamue per Zyren e Kryetarit,2011,VIVA PRINT NSH,Gjilan,12-Jan-11,9580,9580,Not Provided,9580,0,0
626,PRISHTINè,Jobs,"1, 2",240,Riparimi I kanalizimit atmosferik ne rrugen Haxhi Zeka,2010,DARDANIA,Prishtine,14-Jan-11,9460,Not Provided,9460,9460,0,0
627,GJILAN,Supply,Unknown,2,Furnizim me mirenjohje ne gravur per nder te flakes se janarit,2011,GAN DIZAJN,Gjilan,17-Jan-11,5493,5493,Not Provided,5493,0,0
628,FERIZAJ,Services,1,4,"LOT-II- Sigurimi i automjeteve te Komunes, QKMF, QPS dhe BZ, te Komunes se Ferizajt",2011,SIGURIA SHA,Prishtine,14-Feb-11,2869.4,2869.4,0,2869.4,0,0
629,GJILAN,Jobs,Unknown,23,Asfaltimi i rrugeve ne fshatin Kmetoc,2011,BARDHI NNP,Miresh,15-Feb-11,118000.8,118000.8,Not Provided,118000.8,0,0
630,GJILAN,Supply,Unknown,5,"Meremetimi i nxemjes qendrore sh.f. ""Musa Zajmi""",2011,GJEOTERM,Velekince,15-Feb-11,6364,6364,Not Provided,6364,0,0
631,GJILAN,Supply,Unknown,24,Furnizim me fishekzjaree per pavaresi,2011,EX PROJECT,Ferizaj,16-Feb-11,4800,4800,Not Provided,4800,0,0
632,GJILAN,Jobs,Unknown,12,Perforcimi i murit ballor te salla e edukates fizike M.Zajmi,2011,MABB CONSTRUCTION NTP,Not Provided,25-Feb-11,5320.38,5320.38,Not Provided,5320.38,0,0
633,GJILAN,Supply,Unknown,11,Furnizim me kompjutera me karakteristika te veqanta Kadastri,2011,X WORLD NSH,Gjilan,10-Mar-11,9080,9080,Not Provided,9080,0,0
634,GJAKOVè,Services,2,1,"Terheqja dhe ruajtja e automjeteve te sekuestruara nga policia""",2011,GOLF X,Gjakove,16-Mar-11,8900,8900,Not Provided,8900,0,0
635,GJAKOVè,Supply,2,8,"""Furnizim me inventar per shkolla""",2011,NOBELI,Gjakove,16-Mar-11,9915,9915,Not Provided,9915,0,0
636,GJAKOVè,Supply,2,13,"""Furnizimi dhe montimi i tabelave per emertimin e rrugve te qytetit""",2011,MALSIJA,Gurakoc,23-Mar-11,6259,6259,Not Provided,6259,0,0
637,GJILAN,Services,Unknown,27,Transporti i nx[n[sve.mesimdhensave dhe punetoreve te KK-Gjilan,2011,MERKATORI SHA,Gjilan,23-Mar-11,52450,52450,Not Provided,52450,0,0
638,FERIZAJ,Services,1,9,Bartja dhe hjekja e shpenzimeve per trajnimin tre ditor ne qytetin e Durresit per Drejtoret e Ars. Fill. dhe te Mesem te Komunes se Ferizajt,2011,AZIZI NTP,Ferizaj,24-Mar-11,1930,1930,0,1930,0,0
639,GJILAN,Design Contest,Unknown,15,Projekti ideor ARBRI ish tregu i kafsheve,2011,E DESING,Prishtine,24-Mar-11,9750,9750,Not Provided,9750,0,0
640,GJILAN,Jobs,Unknown,31,Ndarja dhe adaptimi i zyres se Prokurimit,2011,MABB CONSTRUCTION NTP,Not Provided,25-Mar-11,4602.88,4602.88,Not Provided,4602.88,0,0
641,HANI I ELEZIT,Not Provided,Unknown,,Mirembajtja e veturave (kontrata 1 vjeqare deri me 26.03.2011),2011,BESA NSH,Ferizaj,26-Mar-11,2555.6,2555.6,0,2555.6,0,0
642,GJILAN,Supply,Unknown,7,Zhvendosja dhe vendosja e shtyllave elektrike te parku ne fsh.Shillove,2011,BAGDAT NTSH,Viti,1-Apr-11,5337.5,5337.5,Not Provided,5337.5,0,0
643,GJILAN,Services,Unknown,6,Hartimi i projekteve per dokumentacionin inv.tekn.LOT 2.,2011,GJEOTEKNIKA SHPK,Pozharan,4-Apr-11,49069.5,49069.5,Not Provided,49069.5,0,0
644,GJILAN,Services,Unknown,46,Kujdestaria te dyert hyrse te shkollat e mesme,2011,CLEANKOS NTSH,Gjilan,12-Apr-11,2030,2030,Not Provided,2030,0,0
645,GJILAN,Services,Unknown,8,Revidimi i projekteve,2011,ENGINERING SHPK,Gjilan,14-Apr-11,19200,19200,Not Provided,19200,0,0
646,GJILAN,Services,Unknown,8,Mbykqyrja e projekteve per dokumentacionin investivo-teknik,2011,CO ING,Gjilan,14-Apr-11,62805,62805,Not Provided,62805,0,0
647,GJILAN,Jobs,Unknown,21,Rrenimi i objektit te TMK-s dhe objektit te ish Magjistrales,2011,COMPANY BEJTA COMMERC,Gjilan,15-Apr-11,17587.5,17587.5,Not Provided,17587.5,0,0
648,GJILAN,Services,Unknown,22,Montimi i dritave sinjalizuse te automjeti i kryetarit,2011,AUTOMITA NPT,Prishtine,15-Apr-11,2725.9,2725.9,Not Provided,2725.9,0,0
649,GJILAN,Supply,Unknown,38,Furnizim me far misri dhe pleh artificial dhe foli plastike,2011,RENDIMENTI,Rogane,18-Apr-11,29926,29926,Not Provided,29926,0,0
650,GJILAN,Supply,Unknown,40,Furnizim me inventar dhe paijsje per Qerdhen ne fsh.Shillove,2011,JAHA NSH,Gjilan,19-Apr-11,5900,5900,Not Provided,5900,0,0
651,GJILAN,Services,Unknown,49,Arkivimi i dokumentacionit te Ish BVI-s per banim,2011,ARKIVISTI,Gjilan,19-Apr-11,1875,1875,Not Provided,1875,0,0
652,GJILAN,Services,Unknown,56,Transporti ne Stamboll sh.f. N.Hikmet,2011,ALTAVIA TRAVEL,Prishtine,19-Apr-11,4975,4975,Not Provided,4975,0,0
653,GJILAN,Services,Unknown,33,Meremetimi i zyres se kryetarit,2011,EP-DIZAJN,Gjilan,19-Apr-11,9976,9976,Not Provided,9976,0,0
654,GJAKOVè,Jobs,3,87,"""Ndertimi i rruges ""Deshmoret e Lirise""",2011,EUROASPHALT,Gjakove,20-Apr-11,6000,6000,Not Provided,6000,0,0
655,GJILAN,Services,Unknown,39,Eliminimi i qenve endacak,2011,OJQ UJKU,Gjilan,20-Apr-11,8900,8900,Not Provided,8900,0,0
656,GJAKOVè,Supply,2,5,"""Furnizim me paisje mjekesore""",2011,KOSLABOR,Suhareke,21-Apr-11,15954,15954,Not Provided,15954,0,0
657,GJAKOVè,Supply,2,7,"""Furnizim me paisje tjera-inventar""",2011,GRANITI SHPK,Suhareke,21-Apr-11,27185,27185,Not Provided,27185,0,0
658,GJAKOVè,Supply,2,6,"""Furnizim me paisje stomatologjike""",2011,EL DENTAL,Gjakove,26-Apr-11,15950,15950,Not Provided,15950,0,0
659,GJILAN,Supply,Unknown,13,Furnizim me vetura,2011,MERCOM COMPANY SHPK,Prishtine,27-Apr-11,74950,74950,Not Provided,74950,0,0
660,GJILAN,Supply,Unknown,17,Inventar QKMF-ja dhe drejtoratet tjera,2011,COMPACT GROUP,Gjilan,28-Apr-11,3210,3210,Not Provided,3210,0,0
661,GJILAN,Services,Unknown,28,Pastrimi i objekteve komunale Lot I,2011,ARIANITI A,Gjilan,29-Apr-11,69599.8,69599.8,Not Provided,69599.8,0,0
662,GJILAN,Supply,Unknown,48,Furnizim me karrika shkolla e mesme e Mjeksise,2011,METALI NTP ,Pozharan,3-May-11,1375,1375,Not Provided,1375,0,0
663,VITI,Supply,Unknown,4,FURNIZIM ME KURORA DHE BUQETA LULESH PèR KOMUNèN E VITISè,2011,DYLI MERMER,Viti,5-May-11,1400,1400,0,1400,0,0
664,GJAKOVè,Supply,2,11,"""Furnizimi dhe montimi me T.S. ne fshatrat Hereqe,Palabardhe dhe Novoselle e Ulet""",2011,MONTKOMERCE,Gjakove,6-May-11,9870,9870,Not Provided,9870,0,0
665,GJILAN,Supply,Unknown,4,Furnizim me laptopa,2011,CACTUS SHA,Prishtine,6-May-11,24756,24756,Not Provided,24756,0,0
666,GJAKOVè,Supply,2,21,"""Furnizim me aparata fotokopjues""",2011,NOBELI,Gjakove,10-May-11,6190,6190,Not Provided,6190,0,0
667,GJILAN,Jobs,Unknown,54,Plotesim i projektit per qendren memoriale Kodra e Deshmoreve faza e I-re,2011,COMPANY BEJTA COMMERC,Gjilan,10-May-11,105117.25,105117.25,Not Provided,105117.25,0,0
668,GJILAN,Jobs,Unknown,24,Kyqja individuale ne rrjetin kryesor te ujesjellesit ne fshatin Miresh,2011,KNTSHTEUTA-M,Gjilan,10-May-11,54500,54500,Not Provided,54500,0,0
669,GJAKOVè,Services,2,2,"""Mirembajtja verore e rrugeve urbane""",2011,QABRATI,Gjakove,12-May-11,80000,80000,Not Provided,80000,0,0
670,GJAKOVè,Jobs,2,4,"""Instalimi I ngrohjes qendrore ne QMF-ne ""Ereniku""",2011,KORBEN,Gjakove,12-May-11,9259,9259,Not Provided,9259,0,0
671,FERIZAJ,Jobs,"1, 2",18,"Rregullimi i rrjetit te kanalizimit fekal ne Fshatin Sazli, Komuna e Ferizaj",2011,GJASHTè VèLLEZRIT BATATINA,Podujeve,13-May-11,45837.43,45837.43,0,45837.43,0,0
672,FERIZAJ,Jobs,"1, 2",20,"Asfaltimi i tete rrugeve qe lidhin rr. ,,V.Gervalla me rr. ,,Emin Duraku,, ne FerizajÓ LOT-I",2011,PAPENBURG & ADRIANI,Ferizaj,18-May-11,89365.1,89365.1,0,89365.1,0,0
673,FERIZAJ,Jobs,"1, 2",21,"Asfaltimi i tete rrugeve qe lidhin rr. ,,V.Gervalla me rr. ,,Emin Duraku,, ne FerizajÓ LOT-II",2011,PAPENBURG & ADRIANI,Ferizaj,18-May-11,95375.12,95375.12,0,95375.12,0,0
674,FERIZAJ,Jobs,"1, 2",23,"Rregullimi i rrjetit te kanalizimit fekal ne Fshatin Papaz, Komuna e Ferizajt",2011,GJASHTè VèLLEZRIT BATATINA,Podujeve,18-May-11,48278.39,48278.39,0,48278.39,0,0
675,FERIZAJ,Jobs,2,13,"Renovimi i objektit te shkolles fillore ÒHalit IbishiÓ ne Fshatin Cernille, Komuna e Ferizajt",2011,BARDHI NTP,Ferizaj,19-May-11,8840,8840,0,8840,0,0
676,FERIZAJ,Jobs,1,25,"Asfaltimi i rruges ,,Aleksander Moisiu,, ne Ferizaj LOT-I-",2011,ESKAVATORI COMPANY,Ferizaj,19-May-11,18020.34,18020.34,0,18020.34,0,0
677,FERIZAJ,Jobs,1,26,"Asfaltimi i rruges ,,Tomas Mandela,, ne Ferizaj LOT-II-",2011,PAPENBURG & ADRIANI,Ferizaj,19-May-11,11349.9,11349.9,0,11349.9,0,0
678,PRISHTINè,Services,2,72,"Organizimi , montimi I zerimit per programet e oraganizuara",2011,POWER SOUND,Prishtine,19-May-11,10000,10000,Not Provided,10000,0,0
679,FERIZAJ,Jobs,1,28,"Hortikultura _ gjelbr.i hapes.te reja ne qytet, parku rr. ,,G.dhe B.Sylejmani,, ne Ferizaj",2011,EURO PARKU NTP,Ferizaj,20-May-11,9938.5,9938.5,0,9938.5,0,0
680,GJAKOVè,Supply,2,23,"""Furnizim me kompjutera,printera,laptop dhe aparata digjital""",2011,KIBERNETIKA,Gjakove,23-May-11,9714,9714,Not Provided,9714,0,0
681,GJILAN,Jobs,Unknown,59,Punimi i rrugicave dhe rrethojes te shkoola f. Perlepnice,2011,URA COMPANY SHPK,Gjilan,23-May-11,7616.69,7616.69,Not Provided,7616.69,0,0
682,FERIZAJ,Jobs,2,29,"Meremetimi i aneksit te shkolles fillore ne Fshatin Manastirc, Komuna e Ferizajt",2011,EURO COOP NTP,Shtime,24-May-11,75400,75400,0,75400,0,0
683,PRISHTINè,Services,2,67,Servisimi dhe mbushja e aparateve kunder zjarrit,2011,EMERGJENCA,Fushe Kosove,24-May-11,10000,10000,Not Provided,10000,0,0
684,PRISHTINè,Supply,2,81,Furnizimi dhe montimi I perdeve per nevojat e Komunes,2011,GENCI ROL,Prishtine,24-May-11,10000,10000,Not Provided,10000,0,0
685,FERIZAJ,Jobs,2,33,"Rregullimi i oborrit te shkolles fillore ,,Ahmet Hoxha,, ne Ferizaj",2011,COMPANY MURSELI,Kacanik,25-May-11,3774,3774,0,3774,0,0
686,PRISHTINè,Services,2,96,Kontrolli sanitar I I.P,2011,INSTITUTI KOMB,Prishtine,25-May-11,8600,Not Provided,8600,8600,0,0
687,GJILAN,Services,Unknown,159,Punimi i bustit t[ Adem jasharit,2011,ONIX - S,Gjilan,27-May-11,6990,6990,Not Provided,6990,0,0
688,GJILAN,Supply,Unknown,60,Furnizim me kompjutera dhe paisje te TI-s,2011,EURO PRINTY,Prishtine,31-May-11,39448.7,39448.7,Not Provided,39448.7,0,0
689,GJILAN,Supply,Unknown,60,Furnizim me aparat fotokopjues,2011,ILIR - KOSOVA SHPK,Prishtine,31-May-11,19725.8,19725.8,Not Provided,19725.8,0,0
690,GJILAN,Services,Unknown,72,"Mirembajtja e parqeve,shesheve dhe hapsirave gjelberuese",2011,KRM HIGJIENA,Gjilan,1-Jun-11,59878.86,59878.86,Not Provided,59878.86,0,0
691,FERIZAJ,Jobs,2,38,"Rregullimi i fasades se jashtme te sh. f. ,,K.Kristoforidhi,, ne Fsh.Nerodime",2011,NOLI S NNP,Ferizaj,3-Jun-11,1800,1800,0,1800,0,0
692,FERIZAJ,Jobs,2,39,"Ndertimi i dy depove ne sh.f.,,Hajriz Muhadini,, ne Fshatin Dramjak",2011,NOLI S NNP,Ferizaj,3-Jun-11,9980,9980,0,9980,0,0
693,FERIZAJ,Jobs,"1, 2",41,"Rregullimi i ndriqimit publik (faza e dyte) i rruges ,,Kadri Zeka,, ne Ferizaj LOT-I-",2011,TONI NNP,Drenas,3-Jun-11,24279,24279,0,24279,0,0
694,FERIZAJ,Supply,1,43,Furnizim te QKMF-se me oksigjen (O2) dhe oksidul per nev.te pacienteve ne Ferizaj,2011,BUBEARI KOMERC NPTSH,Kacanik,3-Jun-11,8235,8235,0,8235,0,0
695,FERIZAJ,Supply,1,44,"Furnizim me mobile per shtepine e Selman Kabashit ne Talinovc, Komuna e Ferizajt",2011,PROFIL STAR DPZ,Ferizaj,6-Jun-11,5830,5830,0,5830,0,0
696,GJAKOVè,Supply,1,26,"""Furnizim me rroba pune""",2011,RREMI E MERITON,Gjakove,6-Jun-11,1468,1468,Not Provided,1468,0,0
697,GJAKOVè,Supply,3,27,"""Botimi i librit ""Skivjani-historiku dhe trashegimia kulturore""",2011,ERPO PRINT,Gjakove,6-Jun-11,1000,1000,Not Provided,1000,0,0
698,GJAKOVè,Supply,2,27,"""Botimi i librit ""Skivjani-historiku dhe trashegimia kulturore""",2011,ERPO PRINT,Gjakove,6-Jun-11,1200,1200,Not Provided,1200,0,0
699,GJILAN,Jobs,Unknown,67,Rregullimi i rrjetit te ujesjellesit te palestrae sporteve,2011,BARDHI NNP,Miresh,6-Jun-11,5477.96,5477.96,Not Provided,5477.96,0,0
700,GJILAN,Jobs,Unknown,65,Rregullimi i rrug[s lidhese n[ fshatin Lladove,2011,KNT QLIRIMI,Livoc I Eperm,6-Jun-11,6138.3,6138.3,Not Provided,6138.3,0,0
701,GJILAN,Supply,Unknown,80,Furnizimi dhe mont.i tabelave si dhe material tjeter te nevojshem per nevoja te Inspeksionit,2011,VIVA PRINT NSH,Gjilan,6-Jun-11,9810,9810,Not Provided,9810,0,0
702,FERIZAJ,Jobs,2,45,"Rregullimi i rrjetit te kanal.fekal ne lagjen Tafalijaj ne Fsh. Komogllave, Komuna e Ferizajt",2011,RAHOVICA COMERC NTP,Ferizaj,7-Jun-11,32838.09,32838.09,0,32838.09,0,0
703,FERIZAJ,Jobs,"1, 2",46,Asfaltimi i rruges nga lagjja Berisha _ Ahikos afer hekurudhes ne Ferizaj,2011,BAGERI NPSH,Ferizaj,7-Jun-11,49668,49668,0,49668,0,0
704,GJAKOVè,Supply,2,22,"""Furnizim me inventar per disa shkolla""",2011,ARDI CONSTRUCT,Gjakove,8-Jun-11,9151,9151,Not Provided,9151,0,0
705,FERIZAJ,Jobs,2,47,"Ndertimi i aneksit te shkolles fillore ne Fshatin Terrn,Komuna Ferizajt",2011,UNITEC GROUP SHPK,Suhareke,9-Jun-11,142845.1,142845.1,0,142845.1,0,0
706,FERIZAJ,Services,1,50,"Rrenimi i objekteve me karakter te perkohshem dhe bartjen e mbeturinave nga rruga ,,Gursel dhe Bajram Sylejmani,, ne Ferizaj",2011,AUTOTRANSPORTUES NAIM TOPALLI,Ferizaj,9-Jun-11,9984,9984,0,9984,0,0
707,GJILAN,Jobs,Unknown,52,"Rregullimi i shesheve,trotuareve me kubza betoni Faza III",2011,EURO TRANS NNT,Gjilan,9-Jun-11,189409.02,189409.02,Not Provided,189409.02,0,0
